,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6268048028469363,0.41237113402061853,0.8412384716732543,0.7926401869158879,0.6165563795223847,0.3375796178343949,0.8955331412103746,0.8388349514563107,0.49563409563409566,0.0,1.0,0.7784431137724551
linreg,0.6384961221357456,0.5154639175257731,0.761528326745718,0.7336448598130841,0.6416486168982543,0.4713375796178344,0.8119596541786743,0.7773462783171521,0.4628898128898129,0.0,1.0,0.7784431137724551
SVR10,0.508275267239857,0.02577319587628866,0.9907773386034255,0.8814252336448598,0.5123212614034766,0.03184713375796178,0.9927953890489913,0.8951456310679612,0.4846153846153846,0.0,1.0,0.7784431137724551
ridge,0.6477595316680927,0.5412371134020618,0.7542819499341238,0.7301401869158879,0.6504249343783843,0.4968152866242038,0.8040345821325648,0.7728155339805826,0.4764033264033264,0.0,1.0,0.7784431137724551
