,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.684125666864256,0.52,0.8482513337285121,0.8434579439252337,0.6866013071895425,0.4666666666666667,0.9065359477124183,0.9022653721682848,0.44012738853503186,0.0,1.0,0.9401197604790419
linreg,0.6488678126852401,0.44,0.8577356253704802,0.8516355140186916,0.6542483660130719,0.4,0.9084967320261438,0.9035598705501618,0.4315286624203821,0.0,1.0,0.9401197604790419
SVR10,0.4802963841138115,0.0,1.0,0.9853971962616822,0.5,0.0,1.0,0.9902912621359223,0.4531847133757962,0.0,1.0,0.9401197604790419
ridge,0.6491641967990516,0.44,0.8583283935981032,0.8522196261682243,0.6545751633986927,0.4,0.9091503267973856,0.9042071197411004,0.4315286624203821,0.0,1.0,0.9401197604790419
