,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.7457397975224801,0.868421052631579,0.6230585424133811,0.6285046728971962,0.7425558312655087,0.8076923076923077,0.6774193548387097,0.6796116504854369,0.5451612903225806,1.0,0.0903225806451613,0.15568862275449102
linreg,0.7538200339558574,0.8947368421052632,0.6129032258064516,0.6191588785046729,0.7522408467108929,0.8461538461538461,0.6583278472679395,0.6614886731391586,0.5838709677419355,1.0,0.16774193548387095,0.2275449101796407
SVR10,0.5397094887757027,0.9736842105263158,0.10573476702508966,0.125,0.5288271636197903,0.9615384615384616,0.09611586570111919,0.11067961165048544,0.6,1.0,0.19999999999999996,0.25748502994011974
ridge,0.7538200339558574,0.8947368421052632,0.6129032258064516,0.6191588785046729,0.7522408467108929,0.8461538461538461,0.6583278472679395,0.6614886731391586,0.5838709677419355,1.0,0.16774193548387095,0.2275449101796407
