,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6702117544788992,0.7422680412371134,0.5981554677206851,0.6144859813084113,0.6646115934580297,0.6815286624203821,0.6476945244956772,0.6511326860841424,0.5346153846153846,1.0,0.0692307692307692,0.2754491017964072
linreg,0.6702117544788992,0.7422680412371134,0.5981554677206851,0.6144859813084113,0.6646115934580297,0.6815286624203821,0.6476945244956772,0.6511326860841424,0.5346153846153846,1.0,0.0692307692307692,0.2754491017964072
SVR10,0.6702117544788992,0.7422680412371134,0.5981554677206851,0.6144859813084113,0.6646115934580297,0.6815286624203821,0.6476945244956772,0.6511326860841424,0.5346153846153846,1.0,0.0692307692307692,0.2754491017964072
ridge,0.6702117544788992,0.7422680412371134,0.5981554677206851,0.6144859813084113,0.6646115934580297,0.6815286624203821,0.6476945244956772,0.6511326860841424,0.5346153846153846,1.0,0.0692307692307692,0.2754491017964072
