,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6268048028469363,0.41237113402061853,0.8412384716732543,0.7926401869158879,0.6165563795223847,0.3375796178343949,0.8955331412103746,0.8388349514563107,0.49563409563409566,0.0,1.0,0.7784431137724551
linreg,0.6376064545047063,0.5360824742268041,0.7391304347826086,0.7161214953271028,0.6396180179518713,0.4968152866242038,0.782420749279539,0.7533980582524272,0.48981288981288984,0.0,1.0,0.7784431137724551
SVR10,0.43678605870448095,0.0,1.0,0.8866822429906542,0.4389787808146258,0.0,1.0,0.8983818770226537,0.4946985446985447,0.0,1.0,0.7784431137724551
ridge,0.637277073740543,0.5360824742268041,0.738471673254282,0.7155373831775701,0.6396180179518713,0.4968152866242038,0.782420749279539,0.7533980582524272,0.485966735966736,0.0,1.0,0.7784431137724551
