,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.7238055720213397,0.76,0.6876111440426793,0.6886682242990654,0.7415032679738562,0.7333333333333333,0.7496732026143791,0.7495145631067961,0.44140127388535033,0.0,1.0,0.9401197604790419
linreg,0.7851452282157676,0.84,0.7302904564315353,0.731892523364486,0.8258169934640522,0.8666666666666667,0.7849673202614379,0.7857605177993527,0.49872611464968153,0.0,1.0,0.9401197604790419
SVR10,0.5463663307646711,0.12,0.972732661529342,0.9602803738317757,0.5859477124183007,0.2,0.9718954248366013,0.9644012944983819,0.49044585987261147,0.0,1.0,0.9401197604790419
ridge,0.7836633076467101,0.84,0.7273266152934204,0.7289719626168224,0.8245098039215687,0.8666666666666667,0.7823529411764706,0.7831715210355987,0.49554140127388535,0.0,1.0,0.9401197604790419
