,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6753285543608124,0.5,0.8506571087216248,0.842873831775701,0.6657846761533397,0.4230769230769231,0.9084924292297564,0.9003236245954692,0.47526881720430103,0.0,1.0,0.9281437125748503
linreg,0.6672483179274351,0.47368421052631576,0.8608124253285544,0.8522196261682243,0.6671013318478758,0.4230769230769231,0.9111257406188282,0.9029126213592233,0.4755376344086022,0.0,1.0,0.9281437125748503
SVR10,0.48714079104571467,0.0,1.0,0.977803738317757,0.5,0.0,1.0,0.9831715210355987,0.4615591397849462,0.0,1.0,0.9281437125748503
ridge,0.6675470037099918,0.47368421052631576,0.8614097968936678,0.852803738317757,0.6674304957715096,0.4230769230769231,0.911784068466096,0.9035598705501618,0.4755376344086022,0.0,1.0,0.9281437125748503
