,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6734002961031199,0.634020618556701,0.7127799736495388,0.7038551401869159,0.6657014629490262,0.5605095541401274,0.770893371757925,0.7495145631067961,0.5191268191268191,0.9459459459459459,0.09230769230769231,0.281437125748503
linreg,0.6737296768672832,0.634020618556701,0.7134387351778656,0.7044392523364486,0.6660616934965766,0.5605095541401274,0.771613832853026,0.7501618122977346,0.5191268191268191,0.9459459459459459,0.09230769230769231,0.281437125748503
SVR10,0.6702796680385206,0.6185567010309279,0.7220026350461133,0.7102803738317757,0.6611905504873438,0.5414012738853503,0.7809798270893371,0.7566343042071197,0.5191268191268191,0.9459459459459459,0.09230769230769231,0.281437125748503
ridge,0.6737296768672832,0.634020618556701,0.7134387351778656,0.7044392523364486,0.6660616934965766,0.5605095541401274,0.771613832853026,0.7501618122977346,0.5191268191268191,0.9459459459459459,0.09230769230769231,0.281437125748503
