,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6709187907528157,0.64,0.7018375815056312,0.7009345794392523,0.6444444444444444,0.5333333333333333,0.7555555555555555,0.7533980582524272,0.489171974522293,0.0,1.0,0.9401197604790419
linreg,0.6978897451096622,0.64,0.7557794902193242,0.7540887850467289,0.704248366013072,0.6,0.8084967320261438,0.8064724919093851,0.47101910828025473,0.0,1.0,0.9401197604790419
SVR10,0.4967397747480735,0.0,1.0,0.9853971962616822,0.4980392156862745,0.0,1.0,0.9902912621359223,0.4840764331210191,0.0,1.0,0.9401197604790419
ridge,0.6987788974510967,0.64,0.7575577949021932,0.7558411214953271,0.704248366013072,0.6,0.8084967320261438,0.8064724919093851,0.48057324840764326,0.0,1.0,0.9401197604790419
