,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.7048041250078602,0.8421052631578947,0.5675029868578256,0.5735981308411215,0.6943586367549501,0.7692307692307693,0.619486504279131,0.6220064724919094,0.5290322580645161,1.0,0.058064516129032295,0.12574850299401197
linreg,0.7048041250078602,0.8421052631578947,0.5675029868578256,0.5735981308411215,0.6943586367549501,0.7692307692307693,0.619486504279131,0.6220064724919094,0.5290322580645161,1.0,0.058064516129032295,0.12574850299401197
SVR10,0.7048041250078602,0.8421052631578947,0.5675029868578256,0.5735981308411215,0.6943586367549501,0.7692307692307693,0.619486504279131,0.6220064724919094,0.5290322580645161,1.0,0.058064516129032295,0.12574850299401197
ridge,0.7048041250078602,0.8421052631578947,0.5675029868578256,0.5735981308411215,0.6943586367549501,0.7692307692307693,0.619486504279131,0.6220064724919094,0.5290322580645161,1.0,0.058064516129032295,0.12574850299401197
