,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6813337106206377,0.5526315789473685,0.8100358422939068,0.804322429906542,0.6828505595786701,0.5,0.8657011191573404,0.859546925566343,0.46559139784946235,0.0,1.0,0.9281437125748503
linreg,0.6744324970131422,0.5,0.8488649940262843,0.8411214953271028,0.6797488226059656,0.46153846153846156,0.8979591836734694,0.8906148867313916,0.4755376344086022,0.0,1.0,0.9281437125748503
SVR10,0.5110670942589449,0.02631578947368421,0.9958183990442055,0.9742990654205608,0.4980250164581962,0.0,1.0,0.9831715210355987,0.5384408602150537,0.08333333333333333,0.9935483870967742,0.9281437125748503
ridge,0.6747311827956989,0.5,0.8494623655913979,0.8417056074766355,0.6800779865295995,0.46153846153846156,0.8986175115207373,0.8912621359223301,0.4755376344086022,0.0,1.0,0.9281437125748503
