,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.7205453467694132,0.76,0.6810906935388263,0.6822429906542056,0.7379084967320262,0.7333333333333333,0.742483660130719,0.7423948220064724,0.44140127388535033,0.0,1.0,0.9401197604790419
linreg,0.7243983402489627,0.76,0.6887966804979253,0.6898364485981309,0.7366013071895425,0.7333333333333333,0.7398692810457517,0.7398058252427184,0.49554140127388535,0.0,1.0,0.9401197604790419
SVR10,0.4985180794309425,0.0,1.0,0.9853971962616822,0.49901960784313726,0.0,1.0,0.9902912621359223,0.49363057324840764,0.0,1.0,0.9401197604790419
ridge,0.7241019561351512,0.76,0.6882039122703023,0.6892523364485982,0.7362745098039216,0.7333333333333333,0.7392156862745098,0.7391585760517799,0.49554140127388535,0.0,1.0,0.9401197604790419
