,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.7318738861661841,0.7731343283582082,0.6171268656716414,0.6344610281923714
SVC,0.6688152985074629,0.6495522388059699,0.688078358208955,0.68379767827529
linreg,0.7283200601470261,0.7549253731343281,0.6311567164179105,0.6449087893864015
