,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.7428173598553345,0.815,0.5959312839059676,0.6140961857379766
SVC,0.6611772151898735,0.624,0.6983544303797465,0.6921890547263684
linreg,0.7342576853526218,0.7490000000000001,0.6527305605786622,0.6607131011608622
