,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6792496936957002,0.6973134328358209,0.5924067164179105,0.6040630182421227
SVC,0.6140578358208952,0.6570149253731343,0.5711007462686567,0.5806467661691543
linreg,0.7043493818222321,0.736865671641791,0.601902985074627,0.6168988391376452
