,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6579474896919719,0.7057142857142857,0.6163157894736844,0.618391376451078
SVC,0.5899708949793839,0.5650000000000001,0.6179286926994909,0.6166998341625205
linreg,0.6845512975988354,0.715,0.657521222410866,0.658855721393035
