,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.743955629899973,0.7851851851851849,0.6231751824817519,0.6377076411960132
SVC,0.6709573533387403,0.6424074074074072,0.6995072992700727,0.6943853820598007
linreg,0.7373546904568801,0.7246296296296297,0.677992700729927,0.682176079734219
