,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6642389835090563,0.6712962962962966,0.6051459854014594,0.611079734219269
SVC,0.6152923087320898,0.6362962962962964,0.5942883211678833,0.5980564784053155
linreg,0.7015100364963507,0.7162962962962964,0.621478102189781,0.6299833887043191
