,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6214854180847165,0.676056338028169,0.5669144981412639,0.5796387520525451,0.6440740740740741,0.64,0.6481481481481481,0.6473029045643154,0.49887690925426775,0.0,1.0,0.8346456692913385
linreg,0.6214854180847165,0.676056338028169,0.5669144981412639,0.5796387520525451,0.6440740740740741,0.64,0.6481481481481481,0.6473029045643154,0.49887690925426775,0.0,1.0,0.8346456692913385
SVR10,0.490025655793497,0.0,1.0,0.8834154351395731,0.4892592592592592,0.0,1.0,0.8962655601659751,0.49505840071877805,0.0,1.0,0.8346456692913385
ridge,0.6214854180847165,0.676056338028169,0.5669144981412639,0.5796387520525451,0.6440740740740741,0.64,0.6481481481481481,0.6473029045643154,0.49887690925426775,0.0,1.0,0.8346456692913385
