,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6290643489187915,0.704225352112676,0.5539033457249071,0.5714285714285714,0.6582870370370372,0.68,0.6365740740740741,0.6410788381742739,0.4894429469901167,0.0,1.0,0.8346456692913385
linreg,0.6290643489187915,0.704225352112676,0.5539033457249071,0.5714285714285714,0.6582870370370372,0.68,0.6365740740740741,0.6410788381742739,0.4894429469901167,0.0,1.0,0.8346456692913385
SVR10,0.6290643489187915,0.704225352112676,0.5539033457249071,0.5714285714285714,0.6582870370370372,0.68,0.6365740740740741,0.6410788381742739,0.4894429469901167,0.0,1.0,0.8346456692913385
ridge,0.6290643489187915,0.704225352112676,0.5539033457249071,0.5714285714285714,0.6582870370370372,0.68,0.6365740740740741,0.6410788381742739,0.4894429469901167,0.0,1.0,0.8346456692913385
