,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.7946641494435612,0.7058823529411765,0.8834459459459459,0.8784893267651889,0.7408801389693109,0.5454545454545454,0.9363057324840764,0.9273858921161826,0.8388429752066116,1.0,0.6776859504132231,0.6929133858267716
linreg,0.8435015898251191,0.7647058823529411,0.9222972972972973,0.9178981937602627,0.7884578266743871,0.6363636363636364,0.940552016985138,0.9336099585062241,0.9256198347107438,1.0,0.8512396694214877,0.8582677165354331
SVR10,0.8058922893481717,0.9411764705882353,0.6706081081081081,0.6781609195402298,0.812294923759892,0.9090909090909091,0.7154989384288748,0.7199170124481328,0.7479338842975207,1.0,0.49586776859504134,0.5196850393700787
ridge,0.8435015898251191,0.7647058823529411,0.9222972972972973,0.9178981937602627,0.7884578266743871,0.6363636363636364,0.940552016985138,0.9336099585062241,0.9256198347107438,1.0,0.8512396694214877,0.8582677165354331
