,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.628970100904792,0.6822429906542056,0.5756972111553784,0.5944170771756979,0.6532960199004975,0.625,0.681592039800995,0.6721991701244814,0.500925925925926,0.8518518518518519,0.15000000000000002,0.2992125984251969
linreg,0.6200059574784972,0.6822429906542056,0.5577689243027888,0.5796387520525451,0.6421019900497512,0.625,0.6592039800995024,0.6535269709543569,0.500925925925926,0.8518518518518519,0.15000000000000002,0.2992125984251969
SVR10,0.4948709833562944,0.0,1.0,0.8243021346469622,0.4924751243781094,0.0,1.0,0.8340248962655602,0.5209259259259259,0.8518518518518519,0.18999999999999995,0.33070866141732286
ridge,0.6200059574784972,0.6822429906542056,0.5577689243027888,0.5796387520525451,0.6421019900497512,0.625,0.6592039800995024,0.6535269709543569,0.500925925925926,0.8518518518518519,0.15000000000000002,0.2992125984251969
