,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6864383561643836,0.64,0.7328767123287672,0.729064039408867,0.7030993042378242,0.6470588235294118,0.7591397849462366,0.7551867219917012,0.6276260504201681,0.625,0.6302521008403361,0.6299212598425197
linreg,0.7038698630136987,0.68,0.7277397260273972,0.7257799671592775,0.7249841872232765,0.7058823529411765,0.7440860215053764,0.7427385892116183,0.6444327731092436,0.625,0.6638655462184874,0.6614173228346457
SVR10,0.5721917808219178,0.48,0.6643835616438356,0.6568144499178982,0.543516761543327,0.4117647058823529,0.6752688172043011,0.6659751037344398,0.6234243697478992,0.625,0.6218487394957983,0.6220472440944882
ridge,0.7038698630136987,0.68,0.7277397260273972,0.7257799671592775,0.7249841872232765,0.7058823529411765,0.7440860215053764,0.7427385892116183,0.6444327731092436,0.625,0.6638655462184874,0.6614173228346457
