,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.7113240418118467,0.8285714285714286,0.5940766550522648,0.6075533661740559,0.7347921225382932,0.8,0.6695842450765864,0.6763485477178424,0.5995726495726497,0.9,0.2991452991452992,0.3464566929133858
linreg,0.7196864111498258,0.8,0.6393728222996515,0.6486042692939245,0.7366739606126914,0.76,0.7133479212253829,0.7157676348547718,0.6252136752136752,0.9,0.3504273504273504,0.3937007874015748
SVR10,0.5898954703832753,0.8,0.3797909407665505,0.4039408866995074,0.5933479212253829,0.76,0.42669584245076586,0.44398340248962653,0.5482905982905983,0.9,0.19658119658119655,0.25196850393700787
ridge,0.7196864111498258,0.8,0.6393728222996515,0.6486042692939245,0.7366739606126914,0.76,0.7133479212253829,0.7157676348547718,0.6252136752136752,0.9,0.3504273504273504,0.3937007874015748
