,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.7447735191637631,0.8571428571428571,0.632404181184669,0.645320197044335,0.7544857768052515,0.8,0.7089715536105032,0.7136929460580913,0.6666666666666667,1.0,0.33333333333333337,0.3858267716535433
linreg,0.7635888501742161,0.9714285714285714,0.5557491289198606,0.5796387520525451,0.7863457330415755,0.96,0.6126914660831511,0.6307053941908713,0.6666666666666667,1.0,0.33333333333333337,0.3858267716535433
SVR10,0.6827526132404182,0.6285714285714286,0.7369337979094077,0.7307060755336617,0.6294967177242888,0.48,0.7789934354485777,0.7634854771784232,0.7863247863247863,1.0,0.5726495726495726,0.6062992125984252
ridge,0.7961672473867595,0.8571428571428571,0.735191637630662,0.7422003284072249,0.7960612691466084,0.8,0.7921225382932167,0.7925311203319502,0.7564102564102564,1.0,0.5128205128205128,0.5511811023622047
