,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6164035446997058,0.7009345794392523,0.5318725099601593,0.5615763546798029,0.6334577114427862,0.65,0.6169154228855722,0.6224066390041494,0.5209259259259259,0.8518518518518519,0.18999999999999995,0.33070866141732286
linreg,0.6164035446997058,0.7009345794392523,0.5318725099601593,0.5615763546798029,0.6334577114427862,0.65,0.6169154228855722,0.6224066390041494,0.5209259259259259,0.8518518518518519,0.18999999999999995,0.33070866141732286
SVR10,0.6164035446997058,0.7009345794392523,0.5318725099601593,0.5615763546798029,0.6334577114427862,0.65,0.6169154228855722,0.6224066390041494,0.5209259259259259,0.8518518518518519,0.18999999999999995,0.33070866141732286
ridge,0.6164035446997058,0.7009345794392523,0.5318725099601593,0.5615763546798029,0.6334577114427862,0.65,0.6169154228855722,0.6224066390041494,0.5209259259259259,0.8518518518518519,0.18999999999999995,0.33070866141732286
