,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6033883147853736,0.5294117647058824,0.6773648648648649,0.6732348111658456,0.5733449141092454,0.45454545454545453,0.6921443736730362,0.6867219917012448,0.643250688705234,0.6666666666666666,0.6198347107438016,0.6220472440944882
linreg,0.6387122416534182,0.5882352941176471,0.6891891891891893,0.6863711001642037,0.6272920285659139,0.5454545454545454,0.7091295116772824,0.7053941908713693,0.6391184573002754,0.6666666666666666,0.6115702479338843,0.6141732283464567
SVR10,0.6171502384737678,0.7647058823529411,0.4695945945945946,0.47783251231527096,0.6088592935726693,0.7272727272727273,0.49044585987261147,0.495850622406639,0.6108815426997246,0.8333333333333334,0.38842975206611574,0.4094488188976378
ridge,0.6387122416534182,0.5882352941176471,0.6891891891891893,0.6863711001642037,0.6272920285659139,0.5454545454545454,0.7091295116772824,0.7053941908713693,0.6391184573002754,0.6666666666666666,0.6115702479338843,0.6141732283464567
