,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6946917808219178,0.6,0.7893835616438356,0.7816091954022989,0.6718532574320051,0.47058823529411764,0.8731182795698924,0.8589211618257261,0.66859243697479,0.875,0.46218487394957986,0.4881889763779528
linreg,0.7060616438356164,0.52,0.8921232876712328,0.8768472906403941,0.7019607843137254,0.47058823529411764,0.9333333333333333,0.91701244813278,0.6780462184873951,0.625,0.73109243697479,0.7244094488188977
SVR10,0.6886986301369863,0.6,0.7773972602739726,0.7701149425287356,0.6697027197975964,0.47058823529411764,0.8688172043010752,0.8547717842323651,0.6475840336134453,0.875,0.4201680672268907,0.44881889763779526
ridge,0.7052054794520548,0.52,0.8904109589041096,0.8752052545155994,0.7019607843137254,0.47058823529411764,0.9333333333333333,0.91701244813278,0.6738445378151261,0.625,0.7226890756302521,0.7165354330708661
