,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6873630136986302,0.76,0.6147260273972603,0.6206896551724138,0.6927261227071475,0.7058823529411765,0.6795698924731183,0.6804979253112033,0.618172268907563,0.875,0.3613445378151261,0.3937007874015748
linreg,0.7130479452054794,0.76,0.6660958904109588,0.6699507389162561,0.7131562302340292,0.7058823529411765,0.7204301075268817,0.7199170124481328,0.6643907563025211,0.875,0.45378151260504207,0.48031496062992124
SVR10,0.673972602739726,0.8,0.547945205479452,0.5582922824302134,0.6866540164452878,0.7647058823529411,0.6086021505376344,0.6141078838174274,0.5929621848739496,0.875,0.31092436974789917,0.3464566929133858
ridge,0.7130479452054794,0.76,0.6660958904109588,0.6699507389162561,0.7131562302340292,0.7058823529411765,0.7204301075268817,0.7199170124481328,0.6643907563025211,0.875,0.45378151260504207,0.48031496062992124
