,all,all,all,all,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6817368839427662,0.9411764705882353,0.42229729729729726,0.4367816091954023,0.7156919513607412,0.9090909090909091,0.5222929936305732,0.5311203319502075,0.5165289256198347,1.0,0.03305785123966942,0.07874015748031496
linreg,0.6607710651828298,0.8823529411764706,0.43918918918918914,0.451559934318555,0.6808531171588497,0.8181818181818182,0.5435244161358811,0.549792531120332,0.5165289256198347,1.0,0.03305785123966942,0.07874015748031496
SVR10,0.6837241653418124,0.8235294117647058,0.5439189189189189,0.5517241379310345,0.6990928392202278,0.7272727272727273,0.6709129511677283,0.6721991701244814,0.524793388429752,1.0,0.04958677685950408,0.09448818897637795
ridge,0.6607710651828298,0.8823529411764706,0.43918918918918914,0.451559934318555,0.6808531171588497,0.8181818181818182,0.5435244161358811,0.549792531120332,0.5165289256198347,1.0,0.03305785123966942,0.07874015748031496
