,Test AUC,Sensitivity,Specificity,Accuracy
keep_cta,0.04029138133301554,0.01813313313313314,0.04427036136909401,0.04251490401291639
keep_pet,0.020959015752725813,0.009059059059059127,0.024247186297485717,0.02335135040713106
