,Test AUC,Sensitivity,Specificity,Accuracy
cv,-0.023664984075298563,-0.039345278113934845,0.012036585713270894,0.006585092779981687
keep_cta,0.023223820834339753,-0.0022345853316002953,0.04077906234009913,0.03566648093588509
keep_pet,0.009560167191452399,-0.00281931184916262,0.019224028472125825,0.016928393095586875
