,all,all,all,all,all,all,no revasc,no revasc,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Model,Model Version,Test AUC,Sensitivity,Specificity,Accuracy,Model,Model Version,Test AUC,Sensitivity,Specificity,Accuracy,Model,Model Version
all,0.8623670212765958,1.0,0.7021276595744681,0.7062937062937062,ridge,_cta_event 1 years.csv,0.9005791505791505,1.0,0.752895752895753,0.7557251908396947,ridge,_cta_event 1 years.csv,0.32608695652173914,1.0,0.3043478260869565,0.3333333333333333,ridge,_cta_event 1 years.csv
only pet,0.7230769230769231,0.8888888888888888,0.5282051282051282,0.5441176470588235,SVR10,_only_pet_basic_ctapca_event 2 years.csv,0.7279569892473119,0.8333333333333334,0.5806451612903225,0.5900621118012422,SVR10,_only_pet_basic_ctapca_event 2 years.csv,0.65,0.6666666666666666,0.75,0.7441860465116279,SVR10,_only_pet_basic_ctapca_event 2 years.csv
