,Test AUC,Sensitivity,Specificity,Accuracy
keep_cta,0.024485287788163095,0.009249512670565396,0.026663263691041477,0.026034751860027756
keep_pet,0.02091892420985982,0.012660818713450261,0.017232272871161653,0.017296288120349928
