,sex,age,bmi,diabetes,smoking,chestpain,hypertension,dyslipidemia,dyspnea,lm - type of stenosis,lada - type of stenosis,ladb - type of stenosis,ladc - type of stenosis,d1 - type of stenosis,d2 - type of stenosis,lcxa - type of stenosis,lcxb - type of stenosis,lcxc -type of stenosis,lpd - type of stenosis,lom1 - type of stenosis,lom2 - type of stenosis,im - type of stenosis,lpl - type of stenosis,rcaa - type of stenosis,rcab - type of stenosis,rcac - type of stenosis,rpd - type of stenosis,rpl - type of stenosis,stenosis type 1 count,stenosis type 2 count,max cta type,max high risk cta type,sis,explained variance ratios
0,-0.09415001525562795,0.0632258256363468,0.023125973261268275,0.06306524132217627,0.028828310984972794,-0.010258622347636966,-0.04779496741254152,-0.02438386457501537,-0.0031519338116479077,0.1932812126775352,0.15165097787772455,0.18599118875473356,0.18726130690505444,0.20009335315773213,0.13196545107290647,0.2522362285147283,0.23971280587279462,0.23161677144101178,0.13608905519007145,0.18324635587951582,0.08092269284594673,0.08796265694424985,0.132035171231236,0.22159731267625932,0.252266110930551,0.24989489627965195,0.16463976700135652,0.18105951202445128,-0.31175378685002536,0.20645630528946754,0.15087739981740772,0.17459460693207876,-0.323483566277515,0.2167765898069371
1,-0.04257359429847362,-0.04367022322571782,-0.012644752029693666,-0.04990792904791852,0.03759718075775748,-0.03332173948726767,0.027943037235265276,0.03522081725089149,0.046838349666233056,-0.08094809337714531,-0.06037764882730181,-0.06634478984918704,-0.0604483055585291,0.03707607648808269,-0.005097205936251176,-0.07094289914467486,-0.02229917112730756,0.12440441695592404,0.7368168226212525,0.0992789640225981,0.24462041313062544,-0.10625568133697852,0.4979152841925224,-0.07069118412589796,-0.05267934050074187,-0.14524772151212195,-0.116125821084687,-0.1461012581727741,0.042322184193450206,-0.049684616465752784,-0.040489155228506025,-0.06884826186620614,0.009281828698508555,0.07579930557081972
2,0.07054452669587091,-0.03463447546895282,0.022156552717381362,-0.08561723796451166,-0.09613891019197178,0.017311335809662303,-0.02329750973417054,-0.002168518979922175,0.018424887596296947,-0.0984797471207738,-0.09696624666681496,-0.06935671626075345,-0.12051828011764965,-0.049123598723625664,-0.11697512022316917,-0.11927454564783022,-0.14031457066673758,-0.15140783697610932,0.09105754807298827,0.1003170645041512,-0.13044463353019078,-0.07549076290432796,0.17831591199134295,-0.09763865183351268,0.01351968200649541,0.09667763823703245,0.6258302076699669,0.60014889170009,0.010117955283670784,0.017549264687213146,-0.07654159891776031,-0.10832439118226331,0.04927744522579169,0.062048100886877317
3,-0.018398972109174776,-0.029192729522127803,-0.033159458389390564,0.0062354453005751135,-0.022095367593247803,0.019105726435112033,-0.023056203724528844,-0.017891939585279987,0.027103519297668577,0.0006709860610442021,-0.1202861799816028,-0.00717053744123832,0.14069999438689693,-0.028572683249473013,0.3822983788211401,-0.11001777509948575,-0.03806197937716616,0.054615015801866895,-0.09103859655950348,-0.02737718002365957,0.7640079011257773,0.0024297074035225102,-0.2443542062256578,-0.0838039188535336,-0.09766043024115718,-0.09448287336075102,0.23850894857489832,0.0322077346317619,-0.058149767327634105,0.16087684860241427,-0.043677726583411375,-0.10976991151429522,0.13534527222299964,0.05222036781080937
4,-0.10830047056128617,0.03000949195131805,0.08171098589286396,0.11123514126608838,0.04785134559739822,0.0020933332399620586,-0.053276043757254005,-0.10486521733402208,-0.025062406039222513,0.12551699638054323,0.2043858531467979,-0.052483801563195445,-0.2253621666879112,-0.12446525679970143,-0.3411126531409727,0.1727089698735104,-0.2923962215203342,-0.4552896641811688,-0.008803518672231588,0.16673532991300344,0.38731045745870285,0.2916206379617798,0.0498582587936316,0.1673611486932758,-0.013667076406394715,0.014823595434955214,0.05714387965388439,-0.08216628944546808,0.04432390716264146,-0.11798412826409768,0.10711832115234664,0.2136719399361533,-0.09574171037452107,0.04258614800812072
5,0.06260492505455865,-0.006086841106733095,0.02062038585875409,0.14087325403560785,0.13872115634781954,0.055481980824636616,-0.02316627406353247,0.03275909430190481,-0.0007966652774893174,-0.16951544542366742,0.02814941042686984,-0.1086595364772969,-0.24827006024709505,-0.19523700991242887,-0.5051130662515159,0.12400372694436546,0.4488454180969828,0.43130608774284696,-0.09381300672557531,-0.1133232100161295,0.2712059349590217,-0.11143551059371613,-0.090367516916482,-0.04103340098505151,0.02831673789735942,-0.026167168119377505,0.03655748645422469,0.13530344580115086,0.060435933282379437,-0.09358174075911652,-0.03242073802560487,0.012897415575837897,-0.022937748668946184,0.04016649079981175
6,-0.07126046723872173,0.00660875963433313,-0.04200469103346031,-0.13619673764251206,0.048737128460867064,-0.043705567494861694,-0.011170247121794947,0.0789128275697569,0.07373117619423063,0.20578390937355803,-0.2056901496550207,-0.11107826873557723,0.15770214772887697,0.026186816901156585,-0.34112087214680636,-0.11948886041087017,0.06407267357356988,0.0158545980960826,0.09112651510333665,-0.18815486826644606,-0.018407737694978707,0.6038307093508709,0.013001547349804255,-0.07040409729005312,0.13668890424214275,0.08736144609596512,-0.08028305948356389,0.012575498960868224,-0.1292324800307484,0.34316133844249613,-0.1010748008088085,-0.17996381608719778,0.2778085938483095,0.039460218240901325
7,0.05857017623985168,0.05726512565804809,-0.06442978971378442,-0.1324518512875447,-0.056958115671731174,-0.09028433810306807,0.06448239545356318,0.09011337893159833,-0.026666813193038295,-0.1270791855193381,-0.1359138020235417,-0.007782501945219587,-0.004695264723685636,0.20059198193788136,-0.20885188059371412,-0.079744774287749,-0.051800239729422645,0.0582483280985011,-0.31053385542410605,0.7540991576202154,0.10431216470501291,-0.12636694690326647,0.07816605706050539,-0.1183150567404672,0.1470467731349748,0.08375500642471628,-0.15484717036200862,-0.11329685587679753,-0.0463041362365035,0.1084483639485645,-0.0492173520610603,-0.12865817994549902,0.07634086405324908,0.03555473120101113
8,-0.13720004048823758,0.009658718050829492,-0.006783059342886043,0.054949441640893486,0.05043913577661832,-0.12824644130908247,-0.073291592121079,0.09355742822627061,-0.05239295582972011,-0.007917120959068356,0.035754566514986555,-0.13935271583415942,-0.5195049890574979,0.4944427266971508,0.2074539224886398,0.06674179584151578,0.016967829359450827,0.1847317513892983,0.04086666820806377,0.12081633958313513,-0.11390871455719621,0.35309860208936267,-0.19161259029009764,-0.12014605157100572,-0.1810272619305873,-0.2682382615293734,0.0668163086125437,0.08283017709160823,0.022750755694266076,-0.03767246080437706,0.003932877032104778,0.04362805450096008,-0.012543332243936603,0.03258894001810772
9,-0.0931988712686692,-0.12247953883391885,-0.07461479053206953,-0.133291517613736,-0.09004811767000626,0.07415563780893614,0.12776071276067258,0.07374831457067654,0.10963652062588534,-0.21403751924511444,0.04371984202064923,0.06463228885437441,0.23569301023561853,-0.4655677987866064,0.1396832699176074,-0.028166591708175034,0.03798823310851135,0.19998572626076103,-0.011662316176007234,0.29262640171154153,-0.08707703345936643,0.4901668765170029,-0.014817923964086563,-0.09126190937966322,-0.061838608830730495,-0.16585339125518983,0.03502453840282879,0.05457891037721067,0.09438883541467431,-0.27279823705640666,0.02691855555265563,0.032927119466247184,-0.23834282700636378,0.031052837957181303
