,sex,age,bmi,diabetes,smoking,chestpain,hypertension,dyslipidemia,dyspnea,lm - type of stenosis,lada - type of stenosis,ladb - type of stenosis,ladc - type of stenosis,d1 - type of stenosis,d2 - type of stenosis,lcxa - type of stenosis,lcxb - type of stenosis,lcxc -type of stenosis,lpd - type of stenosis,lom1 - type of stenosis,lom2 - type of stenosis,im - type of stenosis,lpl - type of stenosis,rcaa - type of stenosis,rcab - type of stenosis,rcac - type of stenosis,rpd - type of stenosis,rpl - type of stenosis,stenosis type 1 count,stenosis type 2 count,max cta type,max high risk cta type,sis,str_seg_1,str_seg_4,str_seg_5,str_seg_6,str_seg_7,str_seg_8,str_seg_9,str_seg_10,str_seg_11,str_seg_12,str_seg_13,str_seg_14,str_seg_15,str_seg_16,str_seg_17,max_lad_str,max_lcx_str,max_rca_str,max_str_seg,non-zero pet segs,explained variance ratios
0,-0.08949870222514825,0.07405217697787886,0.014601992796281335,0.042150171124488635,0.04539542400956693,0.022530277680903096,-0.035386992080240355,-0.024060082120069683,-0.00621277378034806,0.14307956628118956,0.17458822357992976,0.16989116628009318,0.12891607124071064,0.12075261328480846,0.0831590765453173,0.18051459961394137,0.14244812840248763,0.11635976655545176,0.04706282718122846,0.10072244406142912,0.04296740537479711,0.06805311440667472,0.058125668673224495,0.17954823806067077,0.16578036291073495,0.15051549313080578,0.08845216888955548,0.0811248547946797,-0.2249448450665165,0.1621215981513939,0.1955727945455465,0.19687524083004665,-0.21237370016530085,0.12158379927301335,0.11566260280326653,0.11939340145391145,0.11497127714106793,0.12773287822724558,0.13782150430512846,0.1325282670970563,0.11530189473242895,0.1125128050154951,0.11351814914002649,0.12973641572395897,0.13637535525777594,0.12126283067848816,0.11416070701334259,0.1254593649704254,0.2270589967931378,0.210553044662909,0.22163449231542326,0.22970484662191964,0.23175208083887264,0.30726586169349956
1,0.021806644108954484,-0.12681097904887242,-0.009209141348496321,-0.0714732475037222,-0.014700622331579028,0.0009389324913658923,0.0918252109801308,0.05715260748524822,0.004731876580289585,-0.11956684896983766,-0.15065636853300127,-0.15900988099475116,-0.12862354786217664,-0.12888350461523884,-0.05544884664531235,-0.13650968909013808,-0.13128004744082739,-0.13760900330437667,-0.0360655403548561,-0.10294400233091995,-0.050772861167186566,-0.022104657240936215,-0.06210454384267227,-0.14881841903038862,-0.1528255103787594,-0.16235029174669854,-0.09109220633310794,-0.09053433159710955,0.2430343797403036,-0.24787686280196305,-0.1840579504370116,-0.17135515057935705,0.11316635580858894,0.15182587476591797,0.12614327655923283,0.1425693125280123,0.14766002329910022,0.14687464356847407,0.14466842533491497,0.1415254609240866,0.13143138735770282,0.1478207514069835,0.1512672032367489,0.14674451010925735,0.13841172657567852,0.1456241252937597,0.1528836246324006,0.14999674090844273,0.20409748526887223,0.2207112473817813,0.18675305474356982,0.18272615425255304,0.1929580688199857,0.10822525680713907
2,-0.16094635136938518,-0.23468104328405018,-0.017519263254971575,-0.04609125028008368,0.11094827448925937,-0.07106737123935195,0.14850110767742045,0.12966219643121313,0.14779872798816776,-0.0852889871047674,-0.17541834627541272,-0.08996476216701504,-0.0132206128996479,0.09856685983931679,0.03916450318265674,-0.016802819024632334,0.09937707675501643,0.2331481040133366,0.5066750618520609,0.2183706064910557,0.30246032948249535,-0.0796530464382673,0.4928640787002538,-0.061536899533410676,0.039068930993709235,-0.015294625327390829,0.024917202271976375,0.016355169316419536,-0.012102236489791184,-0.034445124939440123,-0.15029943594483303,-0.17537018663540616,-0.08045660621548197,-0.019957194441579076,0.0005088513474055741,-0.014759130276875667,-0.023026472503674286,-0.006525238477220615,0.0010064511271682492,0.00267823683025603,0.001004240247642944,-0.015738797501997137,-0.018481829482907504,0.01330626125628757,0.012564369314922967,-0.010536751268403824,-0.01892554632157838,0.008227548486009012,-0.0007183253990963533,-0.02066754371317669,0.018060879279511586,0.009196440023007882,-0.014465245205190713,0.039231512160008766
3,0.18217627583788065,0.007539574487282645,-0.0407963663949308,-0.17231465395348522,-0.240041334957653,0.06975589765988406,0.05062873823079842,0.055391999224937684,0.03726093454264982,-0.05310182616050034,-0.21030505741329356,-0.06295132289630131,0.004465656150488139,-0.019379239964926322,-0.002671182296829627,-0.0392584665176539,-0.01629367341215322,-0.03687878209527894,-0.07593356917176738,0.05194898613415389,-0.15629319144519516,0.05740206554109924,-0.025040936203083043,-0.02967006543758386,0.11467001491523138,0.2426436042757536,0.5622660821274905,0.5518213033071412,-0.03800678867757706,0.022651393570373168,-0.16827074749205273,-0.20060973627975434,-0.04346388053040741,-0.026275764101657634,0.017105538084216502,-0.005649505126512452,-0.013464378118248447,-0.023688872472857517,-0.010080301844516066,0.03307969013651833,0.015372823108279192,0.0024012163985216613,-0.012612618306107918,-0.03638752933013681,0.004034149331290285,0.0349867448039629,0.002379679883619522,-0.0027542511597759183,-0.008786483818609967,0.027210363929282978,0.03578626724095331,0.010543868003421766,0.019881183892894075,0.03418776315974045
4,0.4382729993693791,0.4306434723805386,0.04974996799443516,0.11135344854659525,-0.37960535351984537,-0.05126808157360713,-0.26405383685939027,-0.2217501779511879,-0.27449229144642534,-0.07488760392790703,0.04316976219401685,0.02610131678398281,-0.03513578544712973,0.03220403609577262,-0.004648452642940709,-0.007485916789837973,-0.11842737320212499,-0.055166123237100545,0.25131501295955955,0.10737741699201019,0.19513881507950212,-0.14530519514323698,0.24555896843809785,-0.05999844951771519,-0.07076394438700301,-0.10557962455427283,0.0034662425987413872,-0.028730174248414068,0.047653950010763675,-0.08257215595535967,0.009087458489347255,0.012914413463668898,-0.03213112671619751,0.015263592902699824,-0.008017040382499997,-0.017436876065133854,-0.014866261568582985,0.022006979466757753,0.03518819590817228,0.027848787836830247,0.005164439615882708,-0.012449697863884094,-0.013581800906758887,0.02588267579692014,0.04498846496745822,0.003723569500452676,-0.02033775574579341,0.029248815694592145,0.05347607317113083,-0.01571713770534367,0.04214972581553244,0.03498438325827312,0.01144775461131701,0.030687040064024132
5,0.08766719022641097,-0.06700944951697896,0.12585057530260382,0.4004759653424568,0.024506119551966018,-0.1706594194962656,-0.1972923368523255,-0.04810353238219907,-0.18681734949611487,-0.025351978839477145,-0.2661643096382318,0.0016825542074510092,0.15871802649528746,0.070560710887244,0.2718885621041215,0.024893284144284773,0.3371147609723517,0.39070145145569957,-0.13074310744791867,-0.16308523266363584,0.09890412847666812,-0.030218840488383126,-0.24951773830565438,-0.12542967234483005,-0.029259725197995363,0.0384757130064949,-0.024856708163819203,-0.008682535905302038,-0.03736017285320097,0.06085912602818545,-0.1978976810589711,-0.25605162792064196,0.01899132835158883,0.020773973689449172,-0.01924341391557668,0.048393020361997684,0.03802672174418602,0.02943329248702884,0.01020616811952078,-0.02455268903953775,-0.0182251160927725,0.03507882910648304,0.046993757611087504,0.03236874489431756,0.015149222894545004,-0.005514118805244555,0.04643293137521406,0.021992269887534503,0.012363667144695613,0.021766841399874202,-0.047521974849885296,-0.029172116402075805,-0.005786630934491965,0.027748186979309024
6,-0.2687663082807618,-0.28888939330124125,0.20861735144613583,0.3735621462153834,0.2877704100523131,0.04562951865791536,-0.34099598902310196,-0.306368577924656,-0.08454032292975752,-0.050515342976582556,0.08473549328468999,-0.022417195061827436,-0.09436889173702541,-0.09718510132490352,-0.03634145133950512,-0.08194641250747826,-0.18609165516043358,-0.25043151089688764,-0.02973918800661817,0.02047429995229493,0.181604456085054,-0.03403548534890408,0.06863436624655996,-0.027037086935898156,-0.0805352169244833,-0.0040520784927212655,0.31894929877083705,0.19345687530481503,0.061379028173526154,-0.08116455130356127,0.06451254600291882,0.06490464929332568,-0.0011036007959886384,-0.020403807429713726,-0.0024121380625747313,-0.041358752325468436,-0.04437797313250388,-0.008171989779573183,0.017470201067762876,0.010617011201332576,0.0027563745738930574,-0.04953983743784473,-0.0493647281016619,-0.009184315842801511,0.011843336412157391,-0.008749696691022135,-0.04730954554134449,-0.0001101323654991386,0.03221595801796602,-0.029597013809007686,0.046776475995001426,0.04744686031214436,0.03795831156616335,0.027060307139421577
7,-0.06875138142022066,0.03503591948048123,-0.11535904040016087,-0.20001449554352022,-0.09217614135128929,0.167061786024314,0.05403203391242292,-0.05565945091007498,0.11497017310694539,0.08827067398344264,-0.08700564487056656,0.0743335264958166,0.30920194692842606,0.05417338733616718,0.4443705527876182,-0.17431573675282036,-0.26324820579762775,-0.18042729561773171,-0.08936623743285252,0.0038478338508512945,0.5233243749047258,0.1429397669151253,-0.12839054985136283,-0.037903498490594566,-0.09161500200349179,-0.09203067044578603,0.07071121438637239,-0.08750494546793919,-0.08336993539973812,0.20551933734545572,0.00912296588446034,-0.08329884177420913,0.15385717745009767,0.009397096144606118,-0.015258025585667896,-0.020144049481500854,-0.004145829034596185,0.0163137276767775,0.01668186698474966,-0.021916824481962312,0.00400691183862674,-0.019174383127099376,0.01696002730640623,0.018685315674644844,0.012952139103083212,-0.017622802894330655,0.01206812357055034,0.0107823159278005,0.022048418639984847,-0.03856996841144769,0.01713307529937213,0.008293909452828483,0.021618820810852545,0.024909088943439985
8,-0.21969803529146278,0.09468211842312979,-0.02689144009076712,-0.09735077651364464,0.013521972373504235,-0.7492551274800483,-0.1058409763900107,0.15210674949830166,-0.26368706054933994,0.11614465349627842,-0.025341410181170334,-0.056082008227276374,-0.021821937197890714,0.08537940191901532,-0.04815786358716311,-0.02734108562998813,-0.18531060530324728,-0.131702402781845,0.003539010463137093,0.10042486378613899,-0.035713901813164715,0.31316706663755706,0.05856986825957253,-0.03044067655122419,-0.020723878038765933,-0.014155052972416253,0.00993126688994526,0.07900407914412168,-0.05390319693607241,0.14487264239482855,-0.02352552146827963,-0.019939909246818596,0.11865585300002529,0.04866580971990838,0.012093181247630645,0.03713770677363226,0.06299897910820094,0.03190180094950229,-0.008163707253534944,-0.006259891968386093,-0.0015664237941777316,0.046441078093760677,0.06301079097857319,-0.0037107689261879837,-0.02980331051504999,0.005552559815566028,0.05071745444480551,-0.0012574026300122912,-0.0317367320613964,0.012923304667696013,-0.06291530336516665,-0.06213832227349693,-0.004780718698616608,0.02408616764598858
9,0.1113645067254855,0.12704038607529097,0.012165401383802232,0.08389025371619273,0.14602804370144876,0.32095715494172283,-0.29490067961034394,-0.0628413077482008,0.11975168794505597,0.2571128615526852,-0.20968578243209438,-0.1404147667094768,0.017016339588451227,-0.044638730243691443,-0.4081836988086849,-0.013022837504496804,0.010822466639042575,-0.05141962286330572,0.07568115556084146,0.0001349324729554922,0.06689696752493708,0.4663862353119702,0.09948758298741696,0.026787087639702552,0.1775498562641407,0.11302236272860808,-0.143193224802611,-0.10074195666060912,-0.05940933366737547,0.16290944129263862,-0.14346294616612218,-0.16716722356619584,0.13595481191368128,0.021775311343436875,0.03331651375337284,0.038679594266128506,0.06881669851001192,0.0010793574771903248,-0.01051063721328656,0.010262928528200132,0.020590490967038473,0.05894071832974598,0.049432176440599655,-0.019524095033744634,-0.031014460016720435,0.018922879053672084,0.045124771758516466,-0.011217755678764466,-0.03720823767892476,0.03437459790836474,-0.029095900720229998,-0.027622645955237106,-0.016827526773402622,0.02236243569864103
