,all,all,all,all,all,all,no revasc,no revasc,no revasc,no revasc,no revasc,no revasc,with revasc,with revasc,with revasc,with revasc,with revasc,with revasc
,Test AUC,Sensitivity,Specificity,Accuracy,Model,Model Version,Test AUC,Sensitivity,Specificity,Accuracy,Model,Model Version,Test AUC,Sensitivity,Specificity,Accuracy,Model,Model Version
all,0.7565458579881656,0.7692307692307693,0.7,0.7062937062937062,ridge,_pet_basic_pca_event 8 years.csv,0.7678571428571429,0.7272727272727273,0.7710084033613446,0.7673076923076924,ridge,_pet_basic_pca_event 8 years.csv,0.5738636363636365,0.625,0.7272727272727273,0.7115384615384616,ridge,_pet_basic_pca_event 8 years.csv
only pet,0.6798941798941799,0.9166666666666666,0.4880952380952381,0.5637254901960784,ridge,_only_pet_pet_basic_pca_event.csv,0.7092316196793809,0.8148148148148148,0.6268656716417911,0.6583850931677019,ridge,_only_pet_pet_basic_pca_event.csv,0.5816993464052287,1.0,0.32352941176470584,0.4651162790697674,ridge,_only_pet_pet_basic_pca_event.csv
