,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6883597171329886,0.770320197044335,0.5910016420361247,0.6163865546218488
linreg,0.6393627828063447,0.7079433497536946,0.5890730706075533,0.6058491500048293
SVR10,0.46137496461129057,0.3360221674876847,0.780646962233169,0.7178535207186322
ridge,0.6400149603242009,0.7053571428571429,0.5922216748768472,0.6081824108953925
