,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6524558135419943,0.7864889705882353,0.5399732620320855,0.5596324736791268
linreg,0.64539409012268,0.7436580882352943,0.5807486631016043,0.5936672945040086
SVR10,0.5224018952500789,0.621966911764706,0.5509358288770053,0.5568090167101325
ridge,0.6458910034602077,0.7653492647058825,0.5620320855614974,0.5781639379889888
