,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.640997481422739,0.7881944444444448,0.5838626751255618,0.5923741910557327
linreg,0.5816286860810056,0.726388888888889,0.5672812582606398,0.5739254322418624
SVR10,0.5128801913531296,0.6840277777777779,0.5481846418186623,0.5538998357963874
ridge,0.5813407936088348,0.6975694444444447,0.5957150409727732,0.5999070317782287
