,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.7109866506763133,0.8252757352941178,0.59024064171123,0.6089255529798127
linreg,0.7096585994023277,0.8396139705882355,0.5697860962566843,0.5914064763836568
SVR10,0.4927050566215791,0.6038602941176471,0.5971925133689839,0.5977784217135128
ridge,0.709666955017301,0.8396139705882355,0.5697860962566843,0.5914064763836568
