,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.7124431759773253,0.7760416666666669,0.6833346550356862,0.6871715927750413
linreg,0.6447079221370459,0.6906250000000003,0.6982309014010049,0.6977464261566695
SVR10,0.37901812200781276,0.4902777777777777,0.6407976473698123,0.6341314111851637
ridge,0.6459165087966634,0.6906250000000003,0.6984879725085914,0.6979939389548921
