,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.7500269420039841,0.787672351233672,0.6404495019379413,0.653984238178634
linreg,0.7286574306560129,0.7234306966618288,0.6698279100735748,0.674737302977233
SVR10,0.43382169972038004,0.44018505079825837,0.6470648187411194,0.6280210157618212
ridge,0.7286450266259951,0.7296625544267052,0.6634194061939725,0.6694833625218913
