,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6742940464399695,0.6899999999999998,0.6068955650929899,0.8741394366551593
SVC,0.6256913722900849,0.661153846153846,0.5902288984263231,0.5951398135818909
linreg,0.6878985088588094,0.6657692307692307,0.6517453505007152,0.8757924181922517
