,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.7060322438648621,0.6392307692307693,0.7095708154506439,0.8761013110553628
SVC,0.6483337460107844,0.6048076923076923,0.6918597997138769,0.685832223701731
linreg,0.6959740563442278,0.6676923076923077,0.6665522174535051,0.8867416607258686
