,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.7032225982172333,0.6123076923076922,0.7296709585121606,0.8759969819312261
SVC,0.6477910751623202,0.6226923076923079,0.6728898426323318,0.6694141145139816
linreg,0.6936883735006052,0.6865384615384613,0.6392846924177396,0.8777056481854896
