,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.5982852001799368,0.5857894736842105,0.6774188034188032,0.6745364238410595
SVC,0.6220287899235267,0.531578947368421,0.712478632478632,0.7067880794701992
linreg,0.5960989653621234,0.6021052631578947,0.6555042735042735,0.6538245033112581
