,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.7084432284541723,0.6464999999999997,0.7392612859097126,0.9487982283973888
SVC,0.6546730506155949,0.5619999999999998,0.7473461012311903,0.7424101198402135
linreg,0.7032233242134062,0.6749999999999998,0.7044459644322844,0.9495263037764125
