,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.7816165099268545,0.8655357142857143,0.6351913875598086,0.6433450087565675
linreg,0.705416322939009,0.7148809523809526,0.7080825771324861,0.7083187390542907
SVR10,0.3774383195449438,0.35672619047619053,0.7202425342352747,0.7072679509632225
ridge,0.706929441550585,0.7306547619047621,0.6962259528130672,0.697460595446585
