,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.5773585390946502,0.6444444444444442,0.6213425925925926,0.6222666666666665
SVC,0.5585416666666668,0.37999999999999995,0.7584259259259261,0.7432888888888887
linreg,0.5520138888888887,0.7511111111111106,0.4990740740740741,0.5091555555555556
