,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6547390741805634,0.7570270270270272,0.5383510638297871,0.5743111111111113
SVC,0.5846434732604948,0.5594594594594593,0.6106914893617023,0.6022666666666665
linreg,0.6701466359976996,0.7897297297297305,0.538936170212766,0.5801777777777777
