,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6912428993094231,0.7019402985074629,0.6150746268656715,0.624726368159204
SVC,0.6244962686567163,0.6871641791044777,0.5618283582089552,0.5757545605306802
linreg,0.7172276676319896,0.734328358208955,0.6287126865671641,0.6404477611940297
