,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.7520060576974497,0.7769593613933237,0.6562984020353961,0.6674255691768827
linreg,0.7472100678001674,0.771298984034833,0.6623346612508463,0.6723730297723292
SVR10,0.537853704988548,0.5248367198838897,0.6420416080820706,0.6312609457092819
ridge,0.7472238213530202,0.771298984034833,0.6623829237991088,0.672416812609457
