,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6434428200442436,0.6151351351351348,0.673185053380783,0.669599332220367
SVC,0.6094308454361836,0.4943243243243242,0.7245373665480429,0.7103171953255427
linreg,0.6293127825334232,0.5924324324324324,0.6926156583629891,0.6864273789649412
