,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6516057516591323,0.592972972972973,0.7117793594306044,0.7044407345575963
SVC,0.6157189573915552,0.4897297297297299,0.7417081850533811,0.7261435726210348
linreg,0.6214956237376167,0.5824324324324325,0.6969750889679712,0.6898998330550917
