,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.7031177781446022,0.6196153846153845,0.7282260371959939,0.8760105853377412
SVC,0.6463391383294819,0.6009615384615387,0.691716738197425,0.6854327563249001
linreg,0.694336964894905,0.6392307692307694,0.6936051502145921,0.8903548001861225
