,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.7123809849521203,0.6510000000000002,0.7431190150478799,0.9488781960151698
SVC,0.633686388508892,0.5119999999999999,0.755485636114911,0.7465246338215716
linreg,0.6959599863201094,0.6599999999999998,0.7123939808481532,0.9533941482726839
