,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.7358126291035413,0.7768686502177068,0.628956413060459,0.6426007005253942
linreg,0.7105379790047557,0.7363661103047894,0.6386822929452988,0.6476357267950965
SVR10,0.44240283950482706,0.4329281567489115,0.7048340661057426,0.6798161120840629
ridge,0.7106308976131885,0.7285921625544269,0.6472013301493069,0.6546847635726796
