,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.7049687740728514,0.6180769230769231,0.7235765379113017,0.8761526298487878
SVC,0.6533788654121273,0.6271153846153844,0.6796423462088699,0.676005326231691
linreg,0.6935557664795858,0.6838461538461535,0.6427610872675251,0.8778651308283189
