,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6402415181138587,0.6999999999999997,0.5784574468085104,0.5984444444444447
SVC,0.589892179413456,0.5627027027027026,0.6175000000000002,0.608488888888889
linreg,0.6173878665899943,0.6770270270270271,0.584255319148936,0.5995111111111111
