,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.7751622648752565,0.8248015873015875,0.6479539053190339,0.6563922942206655
linreg,0.7744538814605031,0.8338955026455028,0.6386147052052867,0.6479422066549911
SVR10,0.5951386699170154,0.7457671957671959,0.5557550644567218,0.5647548161120841
ridge,0.7744538814605031,0.8338955026455028,0.6386147052052867,0.6479422066549911
