,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6780379403794038,0.7549999999999997,0.5898048780487806,0.6031390134529149
SVC,0.5862859078590784,0.528888888888889,0.6458536585365855,0.6364125560538116
linreg,0.6649376693766936,0.6905555555555553,0.6559024390243902,0.6586995515695065
