,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6793467315945858,0.7119230769230773,0.5902288984263231,0.8744647847902317
SVC,0.632104792560801,0.6675,0.5967095851216024,0.6016111850865512
linreg,0.6883316826235283,0.6432692307692308,0.6739341917024322,0.8761707792070691
