,Test AUC,Sensitivity,Specificity,Accuracy
lasso,0.6346959999999998,0.674,0.5981,0.6065333333333333
SVC,0.6062,0.5660000000000003,0.6464499999999999,0.6375111111111115
linreg,0.6239519999999998,0.6376000000000001,0.6426500000000002,0.642088888888889
